Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Transaction_Status_Raw,Product_Name_Raw,Payment_Method_Raw,Total_Amount,Anomaly,Anomaly_Score
T30654,,C1860,4,569.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5568142154300367
T32205,,C3721,4,823.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5665270232884703
T34448,,C384,4,936.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5686460664552859
T35372,,C1358,4,628.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5597507487613448
T37244,,C311,4,942.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5686460664552859
T41774,,C4480,4,569.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5568142154300367
T44053,,C222,4,920.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5686460664552859
T46063,,C4967,4,763.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5643016256679607
T50053,,C080,4,290.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5524966644305055
T54647,,C1345,4,582.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5580718060281544
T58094,,C2466,4,897.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5678201169513908
T58153,,,4,943.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5686460664552859
T65429,,,4,911.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5678201169513908
T69637,,C2000,4,909.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5678201169513908
T72878,,C4482,4,617.0,,2,3,Pending,Tablet,PayPal,,-1,-0.560776745980665
T73463,,,4,893.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5678201169513908
T75848,,C1160,4,657.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5589729676852526
T80591,,,4,706.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5604463111112968
T82516,,C3787,4,901.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5678201169513908
T85289,,C4047,4,704.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5604463111112968
T87949,,C3540,4,872.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5666239345534875
T87981,,C4247,4,535.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5532479468357724
T89703,,C2375,4,654.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5602326421535935
T93699,,C1779,4,852.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5673911935531731
T94368,,C3482,4,581.0,,2,3,Pending,Tablet,PayPal,,-1,-0.5580718060281544
T26432,,,4,780.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5533138203527932
T28688,,C2436,4,983.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5561154914252474
T34234,,C2905,4,759.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5532737807315127
T67124,,C1903,4,836.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5533138203527932
T71756,,C005,4,876.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5571179547334228
T75359,,C2276,4,860.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5541578354322902
T94751,,C454,4,961.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5574051007022498
T98328,,C2166,4,840.0,,1,3,Pending,Tablet,creditcard,,-1,-0.5533138203527932
T25675,,C639,4,993.0,,1,3,Pending,Tablet,credit card,,-1,-0.5561154914252474
T28694,,C4665,4,860.0,,1,3,Pending,Tablet,credit card,,-1,-0.5541578354322902
T35280,,C513,4,954.0,,1,3,Pending,Tablet,credit card,,-1,-0.5574051007022498
T46098,,C3169,4,759.0,,1,3,Pending,Tablet,credit card,,-1,-0.5532737807315127
T55342,,C4231,4,933.0,,1,3,Pending,Tablet,credit card,,-1,-0.5586160265500547
T57494,,C3174,4,819.0,,1,3,Pending,Tablet,credit card,,-1,-0.5533138203527932
T87728,,C3579,4,873.0,,1,3,Pending,Tablet,credit card,,-1,-0.5571179547334228
T96559,,C4067,4,947.0,,1,3,Pending,Tablet,credit card,,-1,-0.5586160265500547
T99069,,C534,4,862.0,,1,3,Pending,Tablet,credit card,,-1,-0.5541578354322902
T10902,,C1353,4,153.0,,0,0,completed,Tablet,Cash,,-1,-0.5553567489342587
T11988,,C4957,4,662.0,,0,0,completed,Tablet,Cash,,-1,-0.5670343158682638
T14005,,C2248,4,532.0,,0,0,completed,Tablet,Cash,,-1,-0.5574925313638796
T15864,,C3931,4,616.0,,0,0,completed,Tablet,Cash,,-1,-0.5643452684679814
T19339,,C2077,4,351.0,,0,0,completed,Tablet,Cash,,-1,-0.5533184701183168
T22247,,C102,4,670.0,,0,0,completed,Tablet,Cash,,-1,-0.5668612110098893
T23329,,C3227,4,599.0,,0,0,completed,Tablet,Cash,,-1,-0.5635030527059626
T24274,,C2949,4,379.0,,0,0,completed,Tablet,Cash,,-1,-0.5531155477816945
T24355,,C073,4,680.0,,0,0,completed,Tablet,Cash,,-1,-0.5668612110098893
T24376,,C1787,4,605.0,,0,0,completed,Tablet,Cash,,-1,-0.5643452684679814
T25493,,C4053,4,780.0,,0,0,completed,Tablet,Cash,,-1,-0.5703670753725776
T26218,,C4383,4,916.0,,0,0,completed,Tablet,Cash,,-1,-0.5763259614181664
T28013,,C3010,4,798.0,,0,0,completed,Tablet,Cash,,-1,-0.5704471142291803
T28420,,C3408,4,371.0,,0,0,completed,Tablet,Cash,,-1,-0.5531155477816945
T33042,,C078,4,422.0,,0,0,completed,Tablet,Cash,,-1,-0.5535763455446099
T33234,,C624,4,551.0,,0,0,completed,Tablet,Cash,,-1,-0.5603951192639822
T34813,,C1725,4,491.0,,0,0,completed,Tablet,Cash,,-1,-0.554754900240734
T35855,,C609,4,704.0,,0,0,completed,Tablet,Cash,,-1,-0.5679164716324073
T37853,,C4746,4,648.0,,0,0,completed,Tablet,Cash,,-1,-0.5663022151451333
T38223,,C1473,4,751.0,,0,0,completed,Tablet,Cash,,-1,-0.5686408994969766
T46560,,C894,4,428.0,,0,0,completed,Tablet,Cash,,-1,-0.5535763455446099
T48095,,C1921,4,334.0,,0,0,completed,Tablet,Cash,,-1,-0.5539577502146683
T48435,,C4522,4,246.0,,0,0,completed,Tablet,Cash,,-1,-0.5549556976727854
T48969,,C3556,4,400.0,,0,0,completed,Tablet,Cash,,-1,-0.5530379406996192
T52212,,C4318,4,540.0,,0,0,completed,Tablet,Cash,,-1,-0.5574925313638796
T52265,,C1323,4,703.0,,0,0,completed,Tablet,Cash,,-1,-0.5679164716324073
T53608,,C3382,4,187.0,,0,0,completed,Tablet,Cash,,-1,-0.5523438954505281
T57949,,C1990,4,149.0,,0,0,completed,Tablet,Cash,,-1,-0.5553567489342587
T60512,,C337,4,624.0,,0,0,completed,Tablet,Cash,,-1,-0.5643452684679814
T60700,,C2525,4,310.0,,0,0,completed,Tablet,Cash,,-1,-0.5532086566895535
T62938,,C4882,4,269.0,,0,0,completed,Tablet,Cash,,-1,-0.5547078580787718
T68860,,C885,4,603.0,,0,0,completed,Tablet,Cash,,-1,-0.5643452684679814
T70533,,C606,4,450.0,,0,0,completed,Tablet,Cash,,-1,-0.5535763455446099
T71236,,,4,809.0,,0,0,completed,Tablet,Cash,,-1,-0.5700266676016348
T71974,,C1807,4,378.0,,0,0,completed,Tablet,Cash,,-1,-0.5531155477816945
T76287,,C2828,4,730.0,,0,0,completed,Tablet,Cash,,-1,-0.5686408994969766
T79474,,C4541,4,648.0,,0,0,completed,Tablet,Cash,,-1,-0.5663022151451333
T80014,,C3502,4,175.0,,0,0,completed,Tablet,Cash,,-1,-0.5553567489342587
T80547,,C645,4,930.0,,0,0,completed,Tablet,Cash,,-1,-0.5763259614181664
T84049,,C4737,4,789.0,,0,0,completed,Tablet,Cash,,-1,-0.5703670753725776
T84943,,C3510,4,856.0,,0,0,completed,Tablet,Cash,,-1,-0.5712825674005397
T85749,,C3445,4,151.0,,0,0,completed,Tablet,Cash,,-1,-0.5553567489342587
T86381,,C1891,4,824.0,,0,0,completed,Tablet,Cash,,-1,-0.5700266676016348
T87557,,C1584,4,428.0,,0,0,completed,Tablet,Cash,,-1,-0.5535763455446099
T87693,,C2621,4,987.0,,0,0,completed,Tablet,Cash,,-1,-0.5738665675331868
T87895,,C2999,4,717.0,,0,0,completed,Tablet,Cash,,-1,-0.5679164716324073
T89245,,C2877,4,955.0,,0,0,completed,Tablet,Cash,,-1,-0.5751973408359691
T89263,,C3900,4,737.0,,0,0,completed,Tablet,Cash,,-1,-0.5686408994969766
T92768,,C4423,4,263.0,,0,0,completed,Tablet,Cash,,-1,-0.554332677268546
T92833,,,4,546.0,,0,0,completed,Tablet,Cash,,-1,-0.5581808170254519
T92871,,C2564,4,534.0,,0,0,completed,Tablet,Cash,,-1,-0.5574925313638796
T94865,,,4,348.0,,0,0,completed,Tablet,Cash,,-1,-0.5533184701183168
T95914,,C4448,4,285.0,,0,0,completed,Tablet,Cash,,-1,-0.5535830767455089
T96336,,C4045,4,668.0,,0,0,completed,Tablet,Cash,,-1,-0.5682729324726356
T96343,,C2571,4,988.0,,0,0,completed,Tablet,Cash,,-1,-0.5738665675331868
T99317,,C2082,4,965.0,,0,0,completed,Tablet,Cash,,-1,-0.5751973408359691
T99400,,C4916,4,852.0,,0,0,completed,Tablet,Cash,,-1,-0.5712825674005397
T9426,,C4752,4,102.0,,0,1,Failed,T,Cash,,-1,-0.5527071752136843
T23742,,C1440,3,886.0,,0,1,Failed,Sm,Cash,,-1,-0.5579778495011498
T35231,,C2433,0,626.0,,0,1,Failed,Co,Cash,,-1,-0.5588475717752155
T59511,,,0,151.0,,0,1,Failed,Coffee,Cash,,-1,-0.5530174424077505
T67446,,C2931,0,283.0,,0,1,Failed,Coffee Mach,Cash,,-1,-0.5557164901274132
T83256,,C672,0,309.0,,0,1,Failed,Coffe,Cash,,-1,-0.5559660906826248
T92456,,C2280,1,712.0,,0,1,Failed,Headp,Cash,,-1,-0.5524260170133172
T5594,,C2031,1,770.0,,0,2,,Head,Cash,,-1,-0.5539549304935951
T7320,,C1153,2,775.0,,0,2,,Lapto,Cash,,-1,-0.5548267687922739
T12463,,C2916,0,834.0,,0,2,,Coffee Machin,Cash,,-1,-0.5604215125476778
T24879,,C3003,0,951.0,,0,2,,Coffee Machi,Cash,,-1,-0.5674381250786622
T47713,,C4132,4,462.0,,0,2,,T,Cash,,-1,-0.5543996069137634
T89459,,C2273,0,780.0,,0,2,,Coffee Ma,Cash,,-1,-0.5608008143744827
T90446,,C2147,4,845.0,,0,2,,Ta,Cash,,-1,-0.5677710297655513
T98043,,C1569,0,775.0,,0,2,,Coffe,Cash,,-1,-0.5611803729185488
T1218,,C3743,1,871.0,,0,3,Pending,H,Cash,,-1,-0.5823193141800791
T2493,,C1567,0,941.0,,0,3,Pending,Coffee Mac,Cash,,-1,-0.5882206964081205
T8793,,C4612,2,219.0,,0,3,Pending,Lapto,Cash,,-1,-0.5656090644363938
T10781,,C944,4,507.0,,0,3,Pending,Table,Cash,,-1,-0.5787595997910234
T13031,,C1220,0,-2.0,,0,3,Pending,C,Cash,,-1,-0.5616965425829163
T17088,,C2466,0,1.0,,0,3,Pending,Coffee Ma,Cash,,-1,-0.5616624301295184
T20358,,C791,1,826.0,,1,3,Pending,Headph,creditcard,,-1,-0.553427041022187
T25541,,C432,0,734.0,,2,3,Pending,Cof,pay pal,,-1,-0.5651251939461943
T27300,,C3561,1,368.0,,0,3,Pending,Headph,Cash,,-1,-0.5676276121497327
T27421,,C776,4,-10.0,,0,3,Pending,Table,Cash,,-1,-0.5698754126593216
T31321,,C1981,0,,,0,3,Pending,Coffee Machin,Cash,,-1,-0.561392682195033
T31887,,C4720,0,6.0,,0,3,Pending,Cof,Cash,,-1,-0.5643980539926692
T33116,,C3974,1,290.0,,0,3,Pending,Headph,Cash,,-1,-0.5656117950221264
T33499,,C1236,2,856.0,,2,3,Pending,Lapt,pay pal,,-1,-0.5543379091356488
T35874,,C1813,3,832.0,,0,3,Pending,Smartp,Cash,,-1,-0.5776065694485595
T42646,,C4990,3,443.0,,0,3,Pending,Smartp,Cash,,-1,-0.5678571215806798
T44036,,C1258,4,-9.0,,0,3,Pending,Tabl,Cash,,-1,-0.567544008018213
T44036,,C1258,4,-9.0,,0,3,Pending,Tabl,Cash,,-1,-0.567544008018213
T51373,,C923,4,8.0,,0,3,Pending,Table,Cash,,-1,-0.5659452487727242
T55334,,C3855,3,988.0,,2,3,Pending,S,pay pal,,-1,-0.556240081340941
T56423,,C4101,4,758.0,,0,3,Pending,Tabl,Cash,,-1,-0.591248321504406
T56423,,C4101,4,758.0,,0,3,Pending,Tabl,Cash,,-1,-0.591248321504406
T59085,,C1369,3,578.0,,0,3,Pending,Smartpho,Cash,,-1,-0.5727993791283935
T59561,,C196,0,-9.0,,0,3,Pending,C,Cash,,-1,-0.56827905337807
T64491,,C4751,0,-10.0,,0,3,Pending,Co,Cash,,-1,-0.5678946935883616
T67472,,C1000,4,723.0,,0,3,Pending,Table,Cash,,-1,-0.589434344263013
T67843,,C3869,1,749.0,,0,3,Pending,Headp,Cash,,-1,-0.5761962236200063
T69794,,C1707,0,706.0,,0,3,Pending,Co,Cash,,-1,-0.5824970018366461
T70297,,C2555,0,507.0,,1,3,Pending,Coffee M,creditcard,,-1,-0.557133745775742
T70393,,C4440,1,897.0,,2,3,Pending,Headp,pay pal,,-1,-0.5611210216666372
T72997,,C645,3,976.0,,0,3,Pending,Smartph,Cash,,-1,-0.5817935496930183
T85053,,C987,4,329.0,,0,3,Pending,Ta,Cash,,-1,-0.5777963829696423
T86148,,C4855,4,-7.0,,0,3,Pending,Tabl,Cash,,-1,-0.5663484072774858
T86148,,C4855,4,-7.0,,0,3,Pending,Tabl,Cash,,-1,-0.5663484072774858
T87055,,C1601,4,857.0,,1,3,Pending,Tab,creditcard,,-1,-0.5541578354322902
T95442,,,2,717.0,,0,3,Pending,La,Cash,,-1,-0.5769007652569729
T96883,,C897,1,-8.0,,0,3,Pending,Hea,Cash,,-1,-0.5537913752997443
T99212,,C4554,1,1000.0,,0,3,Pending,Headp,Cash,,-1,-0.5847061912672497
T7199,,C944,4,916.0,,1,3,Pending,Tabl,credit card,,-1,-0.5574273701764214
T7199,,C944,4,916.0,,1,3,Pending,Tabl,credit card,,-1,-0.5574273701764214
T24478,,C4961,0,369.0,,1,3,Pending,Coffee Machin,credit card,,-1,-0.5566501033111915
T35254,,C3437,0,554.0,,1,3,Pending,Coffee Machin,credit card,,-1,-0.5575989332900193
T47822,,C3470,0,793.0,,1,3,Pending,Coffee,credit card,,-1,-0.5652319269721277
T51750,,C4507,4,978.0,,1,3,Pending,Tabl,credit card,,-1,-0.5561154914252474
T51750,,C4507,4,978.0,,1,3,Pending,Tabl,credit card,,-1,-0.5561154914252474
T63040,,C3001,0,308.0,,1,3,Pending,Coffee Machi,credit card,,-1,-0.557586978074473
T89582,,C2995,0,514.0,,1,3,Pending,C,credit card,,-1,-0.5579985923386257
T20704,,C4762,1,885.0,,2,3,Pending,Hea,PayPal,,-1,-0.5611210216666372
T25105,,C1399,4,829.0,,2,3,Pending,Tab,PayPal,,-1,-0.5665270232884703
T41022,,C607,1,871.0,,2,3,Pending,He,PayPal,,-1,-0.5603179269530855
T45980,,C3900,3,817.0,,2,3,Pending,S,PayPal,,-1,-0.5546366938731676
T50678,,C3015,1,942.0,,2,3,Pending,Headphon,PayPal,,-1,-0.5625736521737722
T67702,,C4974,2,824.0,,2,3,Pending,Lapto,PayPal,,-1,-0.5531719343719222
T80731,,C877,0,535.0,,2,3,Pending,Coff,PayPal,,-1,-0.5535960769525284
T87156,,C2516,1,837.0,,2,3,Pending,He,PayPal,,-1,-0.5604784899339315
T89821,,C3507,3,828.0,,2,3,Pending,Smartph,PayPal,,-1,-0.5546366938731676
T92410,,C2166,4,925.0,,2,3,Pending,Tab,PayPal,,-1,-0.5686460664552859
T3541,,C4213,4,249.0,,0,0,complete,Tab,Cash,,-1,-0.5545803492343957
T7887,,C3670,3,811.0,,0,0,complete,Smart,Cash,,-1,-0.5554752615312091
T29250,,,4,729.0,,0,0,complete,Table,Cash,,-1,-0.5686408994969766
T86506,,C3154,3,893.0,,0,0,complete,Smart,Cash,,-1,-0.559717058678858
T36870,,,4,943.0,,0,0,complete,Tabl,Cash,,-1,-0.5763660384697882
T36870,,,4,943.0,,0,0,complete,Tabl,Cash,,-1,-0.5763660384697882
T48253,,,4,885.0,,0,0,complete,Ta,Cash,,-1,-0.575546620311581
T61772,,C2876,4,310.0,,0,0,complete,Table,Cash,,-1,-0.5532086566895535
T84084,,C2041,4,781.0,,0,0,complete,Tabl,Cash,,-1,-0.5703670753725776
T84084,,C2041,4,781.0,,0,0,complete,Tabl,Cash,,-1,-0.5703670753725776
T86279,,C526,4,853.0,,0,0,complete,Tab,Cash,,-1,-0.5712825674005397
T90122,,C4446,0,497.0,,0,0,complete,Coffee Machi,Cash,,-1,-0.5531306456969363
T6717,,C514,0,643.0,,0,0,completed,Coffee Ma,Cash,,-1,-0.5541861975065147
T8632,,C2347,0,776.0,,0,0,completed,Coffee Ma,Cash,,-1,-0.5583294233414118
T9154,,C2030,4,891.0,,0,0,completed,T,Cash,,-1,-0.575546620311581
T11530,,C303,3,858.0,,0,0,completed,Smartp,Cash,,-1,-0.5559463006995374
T32660,,C2088,1,915.0,,0,0,completed,He,Cash,,-1,-0.5566572761651413
T35847,,C1948,4,435.0,,0,0,completed,T,Cash,,-1,-0.5535763455446099
T54017,,C2476,2,904.0,,0,0,completed,Lapt,Cash,,-1,-0.5528452658261246
T59862,,C1513,4,519.0,,0,0,completed,Table,Cash,,-1,-0.5549296507758225
T74071,,C1668,0,922.0,,0,0,completed,Coffee Ma,Cash,,-1,-0.5642885797621526
T83307,,C2262,0,602.0,,0,0,completed,Coff,Cash,,-1,-0.5563433337012634
T88899,,C623,1,983.0,,0,0,completed,Headphon,Cash,,-1,-0.5569690773203507
T90616,,C1863,3,751.0,,0,0,completed,Smartpho,Cash,,-1,-0.5542026283534057
T0051,,C591,0,272.0,,0,2,,Coffee M,Cash,"-69 014,590 DT",-1,-0.5594714022429196
T7731,,C1173,1,955.0,,0,2,,Headpho,Cash,"120 097,305 DT",-1,-0.5623619877643333
T14172,,C1246,3,752.0,,0,2,,Smartp,Cash,"527 026,564 DT",-1,-0.552176607859143
T14654,,C4941,0,417.0,,0,2,,Coffee Mac,Cash,"-105 730,350 DT",-1,-0.5616104072106631
T20950,,C1737,4,124.0,,0,2,,Tabl,Cash,"16 056,171 DT",-1,-0.5558086234819614
T20950,,C1737,4,124.0,,0,2,,Tabl,Cash,"16 056,171 DT",-1,-0.5558086234819614
T20980,,C4076,4,345.0,,0,2,,Ta,Cash,"175 046,050 DT",-1,-0.5542394282024594
T23749,,C2698,3,837.0,,0,2,,Smartphon,Cash,"-245 124,681 DT",-1,-0.5540826551402631
T36271,,C794,2,748.0,,0,2,,Lapt,Cash,"-288 611,050 DT",-1,-0.5532923852007866
T37686,,C012,4,962.0,,0,2,,T,Cash,"-153 519,266 DT",-1,-0.5726932329630778
T57209,,C2792,0,849.0,,0,2,,Coffee M,Cash,"-534 778,350 DT",-1,-0.5608008143744827
T65378,,C340,0,901.0,,0,2,,Coffee Machi,Cash,"-890 401,282 DT",-1,-0.5644639356174019
T82085,,C2210,2,887.0,,0,2,,Lap,Cash,"91 176,160 DT",-1,-0.5588078653652141
T90032,,C217,0,554.0,,0,2,,Coffee Machi,Cash,"-257 056,330 DT",-1,-0.55602832531417
T94438,,C2604,4,394.0,,0,2,,Table,Cash,"-32 694,540 DT",-1,-0.5532253916607356
T99027,,C4805,0,892.0,,0,2,,Coffee M,Cash,"782 881,987 DT",-1,-0.5648459734177924
T10026,,C1404,3,959.0,,0,1,Failed,Smar,Cash,"742 607,419 DT",-1,-0.5597804900781296
T27533,,C4506,0,325.0,,0,1,Failed,C,Cash,"-273 006,523 DT",-1,-0.5559660906826248
T37868,,C2618,2,873.0,,0,1,Failed,Lap,Cash,"-656 626,226 DT",-1,-0.5564742824276318
T38106,,C4314,4,740.0,,0,1,Failed,Ta,Cash,"-292 307,420 DT",-1,-0.5642802852032333
T45056,,C1228,4,176.0,,0,1,Failed,Ta,Cash,"-175 594,042 DT",-1,-0.5525943205672876
T45765,,C1796,0,566.0,,0,1,Failed,Coffee Ma,Cash,"-505 698,317 DT",-1,-0.5588475717752155
T47040,,C2899,4,712.0,,0,1,Failed,Tabl,Cash,"-594 358,197 DT",-1,-0.563561412602986
T47040,,C2899,4,712.0,,0,1,Failed,Tabl,Cash,"-594 358,197 DT",-1,-0.563561412602986
T52339,,C2248,4,900.0,,0,1,Failed,Table,Cash,"-669 078,499 DT",-1,-0.573427037386771
T75035,,C673,4,537.0,,0,1,Failed,Tabl,Cash,"149 575,980 DT",-1,-0.5532680035739436
T75035,,C673,4,537.0,,0,1,Failed,Tabl,Cash,"149 575,980 DT",-1,-0.5532680035739436
T99407,,C817,0,144.0,,0,1,Failed,Coffee Ma,Cash,"105 352,753 DT",-1,-0.5533917330469637
T72755,,C2271,0,941.0,,2,1,Failed,Co,pay pal,"731 791,416 DT",-1,-0.553048540318228
T0545,,C2184,3,563.0,,0,3,Pending,Smart,Cash,"-100 968,677 DT",-1,-0.5719321845348487
T2692,,C4006,0,-10.0,,0,3,Pending,Coffee Machin,Cash,"7 925,604 DT",-1,-0.5678946935883616
T3047,,C4836,0,-4.0,,0,3,Pending,Coffe,Cash,"3 732,163 DT",-1,-0.5625841707129604
T8135,,C3921,4,-7.0,,0,3,Pending,Table,Cash,"6 357,827 DT",-1,-0.5663484072774858
T12572,,C1443,0,992.0,,0,3,Pending,Coffee Machin,Cash,"-653 921,840 DT",-1,-0.5894158551601697
T13102,,C1940,4,249.0,,0,3,Pending,Table,Cash,"136 984,287 DT",-1,-0.577839083967087
T14719,,C104,0,8.0,,0,3,Pending,Coffee Machin,Cash,"-2 856,707 DT",-1,-0.5656102817437219
T14876,,C2930,2,-10.0,,0,3,Pending,L,Cash,"6 152,236 DT",-1,-0.5573885114999884
T17408,,C2178,4,620.0,,0,3,Pending,Tab,Cash,"157 055,036 DT",-1,-0.586576218912598
T21099,,C1100,4,284.0,,0,3,Pending,Tabl,Cash,"-34 669,217 DT",-1,-0.5789122544502165
T21099,,C1100,4,284.0,,0,3,Pending,Tabl,Cash,"-34 669,217 DT",-1,-0.5789122544502165
T21631,,C590,0,-9.0,,0,3,Pending,Coffee,Cash,"656,647 DT",-1,-0.56827905337807
T21696,,,4,4.0,,0,3,Pending,T,Cash,"1 365,507 DT",-1,-0.5647911977500388
T22883,,C2422,2,194.0,,0,3,Pending,La,Cash,"-79 178,199 DT",-1,-0.5663452725718535
T25106,,C1291,1,526.0,,0,3,Pending,Headphone,Cash,"471 525,619 DT",-1,-0.5692439867762501
T29409,,C1605,4,820.0,,0,3,Pending,Tab,Cash,"-147 668,087 DT",-1,-0.5912911092881403
T30801,,C4546,0,3.0,,0,3,Pending,Coffee Machin,Cash,"2 241,791 DT",-1,-0.5635101479648056
T33096,,C884,4,479.0,,0,3,Pending,Tab,Cash,"-145 860,884 DT",-1,-0.5787595997910234
T33265,,C3429,4,-1.0,,0,3,Pending,Tabl,Cash,"296,340 DT",-1,-0.5633544984578379
T33265,,C3429,4,-1.0,,0,3,Pending,Tabl,Cash,"296,340 DT",-1,-0.5633544984578379
T33545,,C2980,1,-9.0,,0,3,Pending,Headpho,Cash,"-5 234,394 DT",-1,-0.554960467275653
T36792,,C1231,3,822.0,,0,3,Pending,Smartp,Cash,"645 360,158 DT",-1,-0.5776065694485595
T38953,,C2886,0,-6.0,,0,3,Pending,Co,Cash,"1 229,639 DT",-1,-0.5656507581077783
T41106,,C2624,1,489.0,,0,3,Pending,Headp,Cash,"220 903,217 DT",-1,-0.5683617108849395
T41333,,C4039,0,8.0,,0,3,Pending,Coffee M,Cash,"3 146,480 DT",-1,-0.5656102817437219
T43432,,C4816,4,,,0,3,Pending,Ta,Cash,,-1,-0.5636802033484315
T46720,,C1966,2,640.0,,0,3,Pending,L,Cash,"-208 998,940 DT",-1,-0.576045073909215
T47720,,C121,4,7.0,,0,3,Pending,Table,Cash,"780,290 DT",-1,-0.5662349201263073
T47736,,C2102,0,867.0,,0,3,Pending,Coffee,Cash,"-805 340,338 DT",-1,-0.584640904239818
T50137,,,1,168.0,,0,3,Pending,Headphone,Cash,"-110 402,341 DT",-1,-0.5646854553802285
T52445,,C1263,0,10.0,,0,3,Pending,Coffee Mach,Cash,"-1 927,021 DT",-1,-0.5664556469855904
T52737,,C2016,4,,,0,3,Pending,Table,Cash,,-1,-0.5636802033484315
T54269,,C1491,1,512.0,,0,3,Pending,Headpho,Cash,"-473 077,669 DT",-1,-0.5683617108849395
T54628,,C3457,0,4.0,,0,3,Pending,Co,Cash,"-2 871,795 DT",-1,-0.5631290136599553
T57161,,C4827,4,558.0,,0,3,Pending,Tab,Cash,"410 381,871 DT",-1,-0.5813285180840576
T59544,,C3220,2,275.0,,0,3,Pending,Lap,Cash,"27 816,645 DT",-1,-0.5693254197170835
T59881,,C3583,2,217.0,,0,3,Pending,Lapt,Cash,"138 405,425 DT",-1,-0.5656090644363938
T65768,,C3664,0,3.0,,0,3,Pending,Coffee Ma,Cash,"-1 703,723 DT",-1,-0.5635101479648056
T66953,,C3042,0,133.0,,0,3,Pending,Coffee Machin,Cash,"-11 117,702 DT",-1,-0.574427755488235
T68199,,C454,1,-7.0,,0,3,Pending,Headphon,Cash,"-6 930,100 DT",-1,-0.5541661897485421
T69636,,C4517,2,993.0,,0,3,Pending,Lap,Cash,"-354 362,220 DT",-1,-0.5828332103931706
T72308,,C2150,4,,,0,3,Pending,Table,Cash,,-1,-0.5636802033484315
T72832,,C953,4,865.0,,0,3,Pending,Tabl,Cash,"809 283,188 DT",-1,-0.592193054250031
T72832,,C953,4,865.0,,0,3,Pending,Tabl,Cash,"809 283,188 DT",-1,-0.592193054250031
T74421,,C1015,1,137.0,,0,3,Pending,Hea,Cash,"-135 608,081 DT",-1,-0.5637942876951693
T74577,,C4253,1,-8.0,,0,3,Pending,Head,Cash,"6 563,293 DT",-1,-0.5537913752997443
T75551,,C4139,4,-2.0,,0,3,Pending,Tab,Cash,"-742,400 DT",-1,-0.562894479190623
T75694,,C2606,3,752.0,,0,3,Pending,Smar,Cash,"107 395,035 DT",-1,-0.5757927764461127
T76892,,C3689,0,-8.0,,0,3,Pending,Coffee Machi,Cash,"4 608,737 DT",-1,-0.5675675562885294
T77509,,C4182,1,872.0,,0,3,Pending,Head,Cash,"421 549,675 DT",-1,-0.5823193141800791
T78115,,C4677,4,-6.0,,0,3,Pending,Ta,Cash,"-4 733,820 DT",-1,-0.5655825583933675
T82996,,C362,0,9.0,,0,3,Pending,Co,Cash,"3 347,032 DT",-1,-0.5664556469855904
T83666,,C4545,0,-2.0,,0,3,Pending,Coffee Mac,Cash,"-788,801 DT",-1,-0.5616965425829163
T84937,,C2961,4,6.0,,0,3,Pending,Tabl,Cash,"3 930,802 DT",-1,-0.5662349201263073
T84937,,C2961,4,6.0,,0,3,Pending,Tabl,Cash,"3 930,802 DT",-1,-0.5662349201263073
T85922,,C4994,3,211.0,,0,3,Pending,Sma,Cash,"197 257,593 DT",-1,-0.5629203644234413
T87330,,C3506,2,-10.0,,0,3,Pending,Lapt,Cash,"-1 237,328 DT",-1,-0.5573885114999884
T87893,,C3186,2,962.0,,0,3,Pending,Lap,Cash,"230 741,171 DT",-1,-0.5837896592323203
T88868,,C1983,0,805.0,,0,3,Pending,Coffee Mach,Cash,"-170 462,039 DT",-1,-0.5843447520830002
T90540,,C582,2,10.0,,0,3,Pending,L,Cash,"6 227,440 DT",-1,-0.5523082871981194
